name,brand,type,gender,shape,frame_material,color,price,description,rating,reviews_count
YIMI Polarized Photochromic Driving z87 Sunglasses For Men Women Day and Night safety glasses,YIMI,sunglasses,unisex,classic,plastic,black,4520.00,"Package Content:  1 X Photochromic Polarized Sunglasses  1 X Glasses Box  1 X Soft Glasses Cloth  1 X Polarized Test Card  Tips:  ►Please do not use sunglasses in high temperatures for long periods of time, which is not good for your health and glasses.  ►The sunglasses should be treated carefully to avoid damage and cleaned regularly.  ►Clean the lens using soap water or neutral detergent, gently wipe dry with the soft glasses cloth included.  ►When you don't need to use them, put the glasses and accessories back in the spectacle case.",4.00,8332
STORYCOAST Oversized Square Sunglasses for Women Men Fashion Siamese Lens Style Flat Top Shield Shades,STORYCOAST,sunglasses,unisex,square,plastic,black,13.99,"STORYCOAST sunglasses with UV protection, suitable for everyday wear.",4.60,1295
MEETSUN Polarized Sunglasses for Women Men Classic Retro Designer Style,MEETSUN,sunglasses,unisex,classic,plastic,black,6560.00,"MEETSUN sunglasses with UV protection, suitable for everyday wear.",4.50,26606
"STORYCOAST Polarized Sports Sunglasses for Men Women,Driving Fishing Cycling Mountain Bike Sunglasses UV400 Protection",STORYCOAST,sunglasses,unisex,classic,plastic,black,3414.00,"STORYCOAST sunglasses with UV protection, suitable for everyday wear.",4.30,2516
Dollger Square Oversized Sunglasses for Women Men Fashion Flat Top Big Black Frame Shades,Dollger,sunglasses,unisex,square,plastic,black,13.98,"Dollger sunglasses with UV protection, suitable for everyday wear.",4.60,5196
KALIYADI Polarized Sunglasses for Men and Women Matte Finish Sun glasses Color Mirror Lens UV Blocking (3 Pack),KALIYADI,sunglasses,unisex,classic,plastic,black,3892.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.60,30866
SOJOS Trendy Oversized Sunglasses for Women and Men,SOJOS,sunglasses,unisex,classic,plastic,black,12.74,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.60,3519
SOJOS Sunglasses Womens Trendy 2023,SOJOS,sunglasses,unisex,classic,plastic,black,15.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.50,33097
"KALIYADI Polarized Sunglasses for Men, Lightweight Sun Glasses with UV Protection for Driving Fishing Golf",KALIYADI,sunglasses,male,classic,plastic,black,19.99,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.60,2851
ZENOTTIC Polarized Sunglasses for Men Lightweight TR90 Frame UV400 Protection Square Sun Glasses,ZENOTTIC,sunglasses,male,square,tr90,black,33.99,"ZENOTTIC sunglasses with UV protection, suitable for everyday wear.",4.30,14351
SOJOS Trendy Oversized Square Metal Frame Sunglasses for Women Men Flat Mirrored Lens UV Protection Sunglasses SJ1146,SOJOS,sunglasses,unisex,square,metal,black,6796.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.50,4509
AIEYEZO Oversized Square Sunglasses for Women Men Fashion Big Frame Shades Outdoor Sports Driving Sunnies UV400 Protection,AIEYEZO,sunglasses,unisex,square,plastic,black,3521.00,"All AIEYEZO lenses, the result of years of innovation and research, blocks more than 99% of the reflected lights.   AIEYEZO vintage square sunglasses are the perfect accessory to complete look and color your world.  Complement your look with perfect glare free vision, will set your look apart from the crowd.    All delivered with stylish premium package:  1*Sunglasses  1*Cleaning soft cloth  1*Cleaning soft fabric pouch  1*Mini screwdriver   We provide best product and customer service:  Buy AIEYEZO sunglasses, you could not only receive a quality product but also enjoy our exceptional customer service. We guarantee every transaction is  100% Secure , 100% Satisfaction.  Don't Hesitate. ADD TO CART RIGHT NOW!",4.20,2061
"SOJOS Retro Aviator Sunglasses for Women Men,Trendy Rectangle Womens Mens Shades Sun Glasses SJ2202",SOJOS,sunglasses,unisex,aviator,plastic,black,6128.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.40,1804
suoso Polarized Sports Sunglasses for Men: UV400 Protection Glasses Womens Wrap Around Goggles for Driving Fishing,suoso,sunglasses,unisex,round,plastic,black,14.99,"suoso sunglasses with UV protection, suitable for everyday wear.",4.40,745
DUCO Mens Sports Polarized Sunglasses UV Protection Sunglasses for Men 8177s,DUCO,sunglasses,male,classic,plastic,black,24.99,"DUCO sunglasses with UV protection, suitable for everyday wear.",4.50,26742
SOJOS Oversized Round Sunglasses for Women and Men,SOJOS,sunglasses,unisex,round,plastic,black,14.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.60,31834
SOJOS Small Round Polarized Sunglasses for Women Men Classic Vintage Retro Shades UV400,SOJOS,sunglasses,unisex,round,plastic,black,12.42,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.40,18645
SOJOS Classic Square Polarized Sunglasses for Women Men Retro Trendy UV400 Sunnies SJ2050,SOJOS,sunglasses,unisex,square,plastic,black,11663.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.50,28503
Joopin Square Sunglasses Polarized UV Protection Trendy Designer Sun Glasses Men Women,Joopin,sunglasses,unisex,square,plastic,black,8050.00,"Joopin sunglasses with UV protection, suitable for everyday wear.",4.40,13936
mxnx Aviator Sunglasses for Men Polarized Women UV Protection Lightweight Driving Fishing Sports Mens Sunglasses MX208,mxnx,sunglasses,unisex,aviator,plastic,black,15.55,"mxnx sunglasses with UV protection, suitable for everyday wear.",4.50,12130
SOJOS Trendy Round Sunglasses for Women and Men,SOJOS,sunglasses,unisex,round,plastic,black,14.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.40,14340
SOJOS Classic Aviator Polarized Sunglasses for Men Women Vintage Retro Style,SOJOS,sunglasses,unisex,aviator,plastic,black,4129.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.40,19513
KALIYADI Classic Aviator Sunglasses for Men Women Driving Sun glasses Polarized Lens UV Blocking,KALIYADI,sunglasses,unisex,aviator,plastic,black,4469.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.40,11624
KALIYADI Polarized Sunglasses for Men and Women Semi-Rimless Frame Driving Sun glasses UV Blocking,KALIYADI,sunglasses,unisex,classic,plastic,black,1612.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.50,39975
SUNGAIT Ultra Lightweight Rectangular Polarized Sunglasses UV400 Protection,SUNGAIT,sunglasses,unisex,rectangular,plastic,black,3047.00,"SUNGAIT sunglasses with UV protection, suitable for everyday wear.",4.50,49016
VANLINKER Polarized Retro Oval Sunglasses for Women and Men Small 90s Style VL9580,VANLINKER,sunglasses,unisex,classic,plastic,black,6229.00,"VANLINKER sunglasses with UV protection, suitable for everyday wear.",4.40,1448
SOJOS Polarized Sunglasses for Women and Men,SOJOS,sunglasses,unisex,classic,plastic,black,13.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.40,34615
YDAOWKN Classic Vintage Aviator Sunglasses for Women Men Large Frame Retro 70s Sunglasses UV400,YDAOWKN,sunglasses,unisex,aviator,plastic,black,8721.00,"YDAOWKN sunglasses with UV protection, suitable for everyday wear.",4.40,5685
"FEIDUSUN Sunglasses Men Polarized Sunglasses for Mens and Womens,Black Retro Sun Glasses Driving Fishing UV Protection",FEIDUSUN,sunglasses,unisex,classic,plastic,black,9.99,"FEIDUSUN sunglasses with UV protection, suitable for everyday wear.",4.50,1765
"KleenGuard™ V30 Nemesis™ Safety Glasses (25688), with Mirror Coating, Smoke Lenses, Black Frame, Unisex Sunglasses for Men and Women (Qty 12)",JACKSON SAFETY,sunglasses,unisex,round,plastic,black,41.73,"KleenGuard™ Personal Protective Equipment (PPE) enables rather than inhibits – allowing for maximum productivity and safety for you and your employees. Giving your employees what they need to do their job safely and effectively is a top priority of any business owner. KleenGuard™ Nemesis Safety Eyewear's stylish good looks and durable, lightweight construction are just some of the reasons why millions of people wear them for protection both at work and at home. Nemesis Safety Glasses have polycarbonate lenses that provide 99.9% UVA/ UVB/UVC protection to help prevent eye damage like cataracts, retinal damage, and other conditions that can cause temporary vision loss., The wraparound frame has a base curve of 8 that extends the range of peripheral protection, as well as soft touch temples for comfort. The Nemesis safety glasses have a patented nose piece designed to be extremely flexible, to channel sweat away from the eyes, and to help prevent slippage down the nose – all for long-term comfort. Each pair of KleenGuard™ Nemesis safety glasses come with a neck cord for securing them, so that the glasses are ready to protect at a moment's notice. The safety eyewear is manufactured to comply with the ANSI / ISEA Z87.1+ standard for personal eye protection. Both men and women will find these stylish glasses to be comfortable and functional for construction, manufacturing, gun shooting / shooting range, and a host of other industries. Remember: comfort and style drive compliance, so it pays to provide comfortable designer glasses that your staff will be proud to wear. Making the right Personal Protection choice is difficult. Perform with distinction with KleenGuard™ Personal Protective Equipment (PPE).",4.80,1982
STORYCOAST Polarized Sports Sunglasses for Men Women Unbreakable Frame Cycling Fishing Driving,STORYCOAST,sunglasses,unisex,classic,plastic,black,22.95,"STORYCOAST sunglasses with UV protection, suitable for everyday wear.",4.40,5480
SOJOS Retro Oversized Square Polarized Sunglasses for Women and Men Vintage Shades UV400 Classic Large Metal Sun Glasses,SOJOS,sunglasses,unisex,square,metal,black,14.16,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.60,6913
"KWHZXGYY Sunglasses Men Polarized Sunglasses for Mens and Womens,Black Retro Sun Glasses Driving Fishing UV400 Protection",KWHZXGYY,sunglasses,unisex,classic,plastic,black,8.99,"KWHZXGYY sunglasses with UV protection, suitable for everyday wear.",4.50,671
Dollger Oversized Square Sunglasses for Women Big Large Wide Fashion Shades for Men 100% UV Protection Unisex,Dollger,sunglasses,unisex,square,plastic,black,7765.00,"Dollger sunglasses with UV protection, suitable for everyday wear.",4.50,7496
SOJOS Oversized Square Cateye Polarized Sunglasses for Women Men Big Trendy Sunnies,SOJOS,sunglasses,unisex,square,plastic,black,2001.00,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.60,12600
DEMIKOS Sunglasses Men Polarized Sunglasses for Womens Trendy Retro Mirror Lens for Driving Fishing UV400 Protection,DEMIKOS,sunglasses,unisex,classic,plastic,black,10424.00,"DEMIKOS sunglasses with UV protection, suitable for everyday wear.",4.50,5340
FAGUMA Polarized Sports Sunglasses For Men Cycling Driving Fishing 100% UV Protection,FAGUMA,sunglasses,male,classic,plastic,black,15.87,"FAGUMA sunglasses with UV protection, suitable for everyday wear.",4.40,10800
KUGUAOK Polarized Sports Sunglasses for Men Driving Cycling Fishing Sun Glasses 100% UV Protection Goggles,KUGUAOK,sunglasses,male,classic,plastic,black,8957.00,"KUGUAOK sunglasses with UV protection, suitable for everyday wear.",4.20,8976
FEISEDY Oversized Sunglasses Mens Womens Flat Top Square Trendy Visor Shades UV400 B2470,FEISEDY,sunglasses,unisex,square,plastic,black,5539.00,"FEISEDY sunglasses with UV protection, suitable for everyday wear.",4.50,10473
"Aqulius Bulk Tinted Safety Glasses (Protective Shaded Safety Sunglasses For Men & Women) UV Resistant, ANSI Z28.1",Aqulius,sunglasses,unisex,classic,plastic,black,6651.00,"Enhance your vision safety with our top-tier safety glasses. Crafted for superior eye protection, these glasses shield against impact, scratches, and harmful UV rays. Perfect for construction work, outdoor activities, and general eye safety, our safety glasses feature robust polycarbonate lenses equipped with an advanced anti-fog coating. They provide 99.9% UV protection, ensuring your eyes are safe under most conditions. Our safety glasses sunglasses are not just functional but also fashionable, with stylish tinted and dark lens options that cater to every preference. The lightweight frame offers comfort without compromising on safety, making them suitable for extended wear. These safty glasses are designed as lentes para trabajo de hombre, ensuring durability and reliability in demanding work environments. Available in bulk safety glasses packs, they are an ideal choice for teams and individuals alike. Whether you choose the dark safety glasses for men, the shaded safety glasses for men, or the classic safety glasses black, you’re guaranteed a product that merges safety with style. Each pair in the safety glasses pack is scratch-resistant, ensuring long-lasting clarity and protection. Aqulius safety glasses, known for their high standards in safety glasses construction. Don't compromise on eye safety; choose our safety glasses tinted for maximum protection and style. Order now and experience the ultimate in eye safety and comfort!",4.60,2465
INFI Fishing Polarized Sunglasses for Men Driving Running Golf Sports Glasses Square UV Protection Designer Style Unisex,INFI,sunglasses,unisex,square,acetate,black,35.99,"HD Fishing Sunglasses for Men/Women ***Recommended use: Fishing, driving, hiking, running and leisure. How Polarized lens technology work? Light from the sun will either be absorbed or reflected horizontally, diagonally or vertically. Sunlight that is reflected off horizontal surfaces such as roads or water cause us the most problems with our vision. This reflected sunlight is called blinding glare. It can cause common problems such as discomfort, squinting, eye fatigue, headaches and sight disability. Polarized lenses contain a built-in, laminated filter that only permits vertical light to pass through, glare off of horizontal light. Feature the industry’s most advanced technology and world class premium polarized film, our polarized lens creates an amazing difference ***UV grade----100% of UV400 protection ***High polarized----more than 99.5% polarizing effect ***Raw materials----imported TAC from Germany(cellulose triacetate) ***High weathering-resistance ----Quality perfoms stably at high temperatures,at low temperatures,and in humid environments ***High wear-resistance----Uses unique reinforcement materials and processing flow to enhance scratch-resistance effect ***High definition----adopts high-tech TAC film,which is high definition and the same grade as TFT-LCD. Fuzzy index of lenses is maintained within 0.6﹪ What You Get? ***Sunglasses * 1 ***Glasses Case * 1 ***Sunglasses Strap * 1 ***Soft Glasses Cloth * 1  ***Soft Microfiber Pouch * 1 ***Exquisite Packaging Carton * 1",4.50,6429
livho Sunglasses for Men Women Aviator Polarized Metal Mirror UV 400 Lens Protection,livho,sunglasses,unisex,aviator,metal,black,9.99,"livho sunglasses with UV protection, suitable for everyday wear.",4.40,20710
AEVOGUE Polarized Sunglasses For Men Rectangle Metal Frame Retro Sun Glasses AE0395,AEVOGUE,sunglasses,unisex,classic,metal,black,2264.00,"ABOUT AEVOGUE SUNGLASSES Different eyewear should bring you different emotions, and match your personality and lifestyle‘The best’ doesn’t always mean the most expensive - everyone has their own preference! Beauty follows you hereGreat fashion design AEVOGUE sunglasses for ski, golf, cycling, running, fishing, driving, bike, cricket, motorcycle and all outdoor sports activitiesUV protection DISCOVER THE AEVOGUE SUNGLASSES DIFFERENCEBest Customer Service CareMeet our friendly customer service team focused on providing the best shopping experience and making every customer happy. Quality ControlWe care about how you feel about our product. Every piece of eyewear is given extra attention for quality and packaged with care before it leaves our warehouse. Price ConsciousWe are a family owned company who believes you can wear any style at a fraction of the price without compromising quality. FEATURES AND BENEFITS Reduce surface reflectionsDurable and lightweight frameEasy to cleanScratch resistant lensUV protection lensFlattering lines and aesthetically pleasing appearanceFashion and stylish design cool sunglasses for mens and womensCARETo avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses, today's extra strength soaps are powerful enough to slowly disintegrate lens coatings.",4.40,1473
Micheal Kors MK2024 Sunglasses,Michael Kors,sunglasses,unisex,classic,plastic,black,41.16,"Michael Kors sunglasses with UV protection, suitable for everyday wear.",4.70,6526
TOREGE Polarized Sports Sunglasses for Men and Women Cycling Running Golf Fishing Sunglasses TR26,TOREGE,sunglasses,unisex,classic,plastic,black,4647.00,"TOREGE sunglasses with UV protection, suitable for everyday wear.",4.30,5732
"Ray-Ban RB4184 Square Sunglasses, Black/Green, 54 mm",Ray-Ban,sunglasses,unisex,square,plastic,black,11012.00,"Ray-Ban sunglasses with UV protection, suitable for everyday wear.",4.50,900
Couple Butt Sets Plug Toy Anales Sex Games Toys Plug Expander Relaxing Tool for Men Women Sunglasses B-GL079,Generic,sunglasses,unisex,classic,plastic,black,8944.00,Couple Butt Sets Plug Toy Anales Sex Games Toys Plug Expander Relaxing Tools for Men Couples Women Sunglasses,4.80,14
TOODOO 4 Pairs Men Polarized Sunglasses with UV Protection Driving Glasses Sports for Sport Outdoor Activities,TOODOO,sunglasses,male,classic,plastic,black,10883.00,"TOODOO sunglasses with UV protection, suitable for everyday wear.",3.90,4539
DUCO Men's Luxury Carbon Fiber Temple Polarized Sunglasses for Men Sports UV400 DC8206,DUCO,sunglasses,male,classic,plastic,black,9072.00,"DUCO sunglasses with UV protection, suitable for everyday wear.",4.30,14106
"GloFX Ultimate Diffraction Glasses - 3D Prism Rainbow Effect - Great Edm, Concert, and Rave Accessory",GloFX,sunglasses,unisex,classic,plastic,black,4789.00,"GloFX sunglasses with UV protection, suitable for everyday wear.",4.40,2233
ADE WU Rectangle Sunglasses for Women Men Retro 90s Sunglasses Trendy Black Tortoise Shell Glasses Y2K,ADE WU,sunglasses,unisex,classic,plastic,black,10814.00,"ADE WU sunglasses with UV protection, suitable for everyday wear.",4.60,4673
CARFIA Polarized Men's Sunglasses UV400 Protection for Driving Fishing Hiking Golf Outdoor Sport Glasses,CARFIA,sunglasses,male,classic,plastic,black,4487.00,"CARFIA sunglasses with UV protection, suitable for everyday wear.",4.60,3414
Outray Night Vision Polarized Aviator Sunglasses for Driving,Outray,sunglasses,unisex,aviator,plastic,black,11.57,"Outray sunglasses with UV protection, suitable for everyday wear.",4.10,2508
GOBIGER Aviator Sunglasses for Men 100% UV Protection Goggle Alloy Frame with Case,GOBIGER,sunglasses,unisex,aviator,metal,black,14.99,"About Gobiger:  Gobiger loves the sunshine, fashion, and of course cool.  We design each of our sunglasses with comfort, high quality, and spirituality in mind to fit your lifestyle.  Our name was inspired by a word of Chinese ‘gou bi ger’. It means cool , graceful, individualized, handsome etc.  Details:  Frame:  -full frame -stainless steel: durable, cost-effective, environmental protection -square -comfortable metal nosepad Lens:  -Lens material:PC -REVO lens. Revo lenses are scratch and impact resistant and fooer perfect clarity of vision -UV400 PROTECTION: harmful UV rays are blocked, only useful visible rays enter your eyes Dimentions:  -Frame total: 147mm=5.9inch -Lens height: 55mm=2.2inch -Lens width: 59mm=2.3inch -Bridge: 24mm=0.9inch -Temple length: 124mm=4.9inch Features and benefits:  -Reduce surface reflections -Durable and lightweight frame -Scratch resistant lens -UV protection lens -Easy to clean -Fashion and stylish design cool sunglasses for mens and womens Care:  To avoid damage, never clean your sunglasses with clothing, and also avoid using household detergents. To cleaning your sunglasses, use water and soap avoiding all types of solvents or alcohol. Use only original accessories and apare parts Package includes:  1*Glasses 1*Glasses case  1*Glasses cloth",4.30,7130
Oakley Men's OO9096 Fuel Cell Wrap Sunglasses,Oakley,sunglasses,male,classic,metal,blue,3108.00,"We’ve been toying with a mix of art and technology for some time. The idea was to create clean, authentic style for those who don’t just walk the path of life – they stomp it and leave footprints. That’s what led to Oakley fuel cell. The idea here is unflinching originality and a smooth look. It’s proof that when authenticity speaks for itself, it speaks with volume.Oakley was created for world-class athletes, those who see the limits of possibility as just another challenge. Their dedication drives the brand to look beyond the conventional ideas of industry standards. It's in Oakley's DNA to identify problems, create inventions, and wrap those inventions in art. And simply to make things better than anyone thought possible. Decades of Oakley innovation have been awarded more than 540 patents that elevate physics to the level of art. Technologies transcend sports to enhance the lives of consumers, and more than 110 countries now enjoy a full array of market-leading products including premium sunglasses, goggles, prescription eyewear, apparel, footwear and accessories. These products represent Oakley's commitment to excellence - a passion that redefines what is possible for those who defy their own limits. The Iconic Oakley Fuel CellOakley has been toying with a mix of art and technology for some time. The idea was to create clean, authentic style for those who don’t just walk the path of life – they stomp it and leave footprints. That’s what led to Oakley Fuel Cell. The idea here is unflinching originality and a smooth look. It’s proof that when authenticity speaks for itself, it speaks with volume. The two lenses are cut from a single shield of optically pure Plutonite® then placed in the frame to maintain the original, continuous contour. An innovation of High Definition Optics® (HDO®), Polaric Ellipsoid™ lens geometry extends clarity all the way to your peripheral view, exceeding ANSI Z87.1 optical standards. Impact protection meets ANSI Z87.1 basic standards while UV filtering is an unbeatable 100% for every single ray of UVA, UVB and UVC. The lens curvature and frame architecture improve side protection, and durable yet lightweight O Matter® frame material maximizes comfort with a perfect Three-Point Fit.Oakley HDPolarized lenses are an option for Fuel Cell, and they block 99% of those irritating rays that interfere with vision. You’ll also see “Iridium®” in the list of optional lenses. It’s a permanent coating that tunes and balances light while reducing glare. Lens:Dual lens Polaric Ellipsoid™ geometryDual lens Polaric Ellipsoid™ geometryOptical precision and impact resistance meet or exceed Z87.1 optical and basic impact standardsOptical precision and impact resistance meet or exceed Z87.1 optical and basic impact standardsUV protection of Plutonite® lens material that filters out 100% of UVA/ UVB/ UVC & harmful blue light up to 400nmUV protection of Plutonite® lens material that filters out 100% of UVA/ UVB/ UVC & harmful blue light up to 400nmGlare reduction and tuned light transmission of Iridium® lens coating (optional) Glare reduction and tuned light transmission of Iridium® lens coating (optional)  Frame:Durability and all-day comfort of lightweight, stress resistant O Matter® frame materialDurability and all-day comfort of lightweight, stress resistant O Matter® frame materialComfort and performance of Three-Point Fit that holds lenses in precise optical alignmentComfort and performance of Three-Point Fit that holds lenses in precise optical alignmentMetal icon accentsMetal icon accents  High Definition Optics UV Protection Impact Protection Premium Frame Materials  Fuel Cell HDO is a combination of technologies and patented innovations that give you clearer, sharper, and more accurate vision. HDO virtually eliminates distortion common in high-wrapped sunglasses. Fuel Cell Plutonite filters out 100% of UVA, UVB, UVC, and harmful blue light up to 400nm. Fuel Cell lenses are tested under extreme circumstances to guarantee superior portection against objects at varying speeds that no other lens offers. Oakley has sought out the best materials to design and engineer all frames to provide the ultimate in performance, comfort, and design. Oakley was created for world-class athletes, those who see the limits of possibility as just another challenge. Their dedication drives the brand to look beyond the conventional ideas of industry standards. It's in Oakley's DNA to identify problems, create inventions, and wrap those inventions in art. And simply to make things better than anyone thought possible. Decades of Oakley innovation have been awarded more than 540 patents that elevate physics to the level of art. Technologies transcend sports to enhance the lives of consumers, and more than 110 countries now enjoy a full array of market-leading products including premium sunglasses, goggles, prescription eyewear, apparel, footwear and accessories. These products represent Oakley's commitment to excellence - a passion that redefines what is possible for those who defy their own limits.See more",4.70,5331
phikttu Classic Aviator Sunglasses for Men Women Retro Trendy Driving Sun glasses Polarized Lens UV Blocking,phikttu,sunglasses,unisex,aviator,plastic,black,9.99,"phikttu sunglasses with UV protection, suitable for everyday wear.",4.50,703
NIEEPA Men's Sports Polarized Sunglasses Square Frame Glasses NP1007,NIEEPA,sunglasses,male,square,plastic,black,3763.00,"NIEEPA sunglasses with UV protection, suitable for everyday wear.",4.40,6540
LYZOIT Square Oversized Sunglasses for Women Men Big Flat Top Fashion Shield Large UV Protection Rimless Shades,LYZOIT,sunglasses,unisex,square,plastic,black,17.99,"LYZOIT sunglasses with UV protection, suitable for everyday wear.",4.60,4741
Goodr OG Sunglasses,Goodr,sunglasses,unisex,classic,plastic,black,25.00,"Look hip and stylish with the goodr A Gingers Soul Polarized Sunglasses. These shades feature a special grip coating that will eliminate slippage when sweating and the snug lightweight frame fits comfortably on the face to prevent bouncing. They also feature a glare reducing, polarized lens with UV400 protection that will keep your eyes protected from the harmful UV rays of the sun.Special Grip CoatingSpecial Grip CoatingSnug, Lightweight FrameSnug, Lightweight FrameGlare Reducing Polarized LensesGlare Reducing Polarized LensesUV400 ProtectionUV400 ProtectionMade for Running, Great for Beasting and BikingMade for Running, Great for Beasting and BikingModel number: OG-BK-BK1Model number: OG-BK-BK1",4.60,6137
Freckles Mark Vintage Retro 70s Sunglasses for Women Men Classic Large Square Aviator Trendy Glasses,Freckles Mark,sunglasses,unisex,aviator,plastic,black,8149.00,"At Freckles Mark, we love sunshine, colors, fashion, comfort...and sunglasses! :) Sunglasses allow us to express emotions, feelings and pizzazz. We strive to deliver fashionable, yet comfortable and affordable eyeglasses to everyone. Let your eyes shine under the sun of your Freckles Mark sunglasses.",4.50,5979
"COLOSSEIN Womens Sunglasses UV400 Mirrored Lens, Fit for Outdoor, Vacation, Driving",COLOSSEIN,sunglasses,unisex,classic,plastic,black,2034.00,"COLOSSEIN sunglasses with UV protection, suitable for everyday wear.",4.50,13067
KAPVOE Photochromic Cycling Glasses Men Women Mountain Bike Sunglasses Clear MTB Bicycle Riding,KAPVOE,sunglasses,unisex,classic,plastic,black,1904.00,"KAPVOE sunglasses with UV protection, suitable for everyday wear.",4.30,1808
Polarized Sunglasses for Men Driving Mens Sunglasses Rectangular Vintage Sun Glasses For Men/Women,Sinuoda,sunglasses,unisex,rectangular,plastic,black,9.99,"Sinuoda sunglasses with UV protection, suitable for everyday wear.",4.40,7287
